>> Using existing Caliper image (misinfo-caliper:latest); export FORCE_BUILD=1 to rebuild
>> Running benchmark suite: submit-report-write + query-all-reports-read
 Container misinfo-caliper Creating 
 Container misinfo-caliper Created 
Attaching to misinfo-caliper
 Container misinfo-caliper Starting 
 Container misinfo-caliper Started 
misinfo-caliper  | 2026.09.06-23:24:03.575 info  [caliper] [cli-launch-manager] 	Set workspace path: /caliper/workspace
misinfo-caliper  | 2026.09.06-23:24:04.142 info  [caliper] [cli-launch-worker] 	Set workspace path: /caliper/workspace
misinfo-caliper  | 2026.09.06-23:24:04.143 info  [caliper] [cli-launch-worker] 	Set benchmark configuration path: /caliper/workspace/benchmarks/misinformation-benchmark.yaml
misinfo-caliper  | 2026.09.06-23:24:04.143 info  [caliper] [cli-launch-worker] 	Set network configuration path: /caliper/workspace/networks/fabric/test-network.yaml
misinfo-caliper  | 2026.09.06-23:24:04.143 info  [caliper] [cli-launch-worker] 	Set SUT type: fabric
misinfo-caliper  | 2026.09.06-23:24:04.147 info  [caliper] [cli-launch-worker] 	Set workspace path: /caliper/workspace
misinfo-caliper  | 2026.09.06-23:24:04.148 info  [caliper] [cli-launch-worker] 	Set benchmark configuration path: /caliper/workspace/benchmarks/misinformation-benchmark.yaml
misinfo-caliper  | 2026.09.06-23:24:04.148 info  [caliper] [cli-launch-worker] 	Set network configuration path: /caliper/workspace/networks/fabric/test-network.yaml
misinfo-caliper  | 2026.09.06-23:24:04.148 info  [caliper] [cli-launch-worker] 	Set SUT type: fabric
misinfo-caliper  | 2026.09.06-23:24:04.185 info  [caliper] [worker-orchestrator] 	2 workers connected, progressing to worker assignment phase.
misinfo-caliper  | 2026.09.06-23:24:04.185 info  [caliper] [worker-orchestrator] 	Workers currently unassigned, awaiting index assignment...
misinfo-caliper  | 2026.09.06-23:24:04.185 info  [caliper] [worker-orchestrator] 	Waiting for 2 workers to be assigned...
misinfo-caliper  | 2026.09.06-23:24:04.218 info  [caliper] [worker-orchestrator] 	2 workers assigned, progressing to worker initialization phase.
misinfo-caliper  | 2026.09.06-23:24:04.218 info  [caliper] [worker-orchestrator] 	Waiting for 2 workers to be ready...
misinfo-caliper  | 2026.09.06-23:24:04.219 info  [caliper] [worker-message-handler] 	Initializing Worker#0...
misinfo-caliper  | 2026.09.06-23:24:04.220 info  [caliper] [worker-message-handler] 	Initializing Worker#1...
misinfo-caliper  | 2026.09.06-23:24:04.337 info  [caliper] [FabricConnectorFactory] 	Initializing peer gateway connector compatible with installed fabric-gateway SDK: 1.7.1
misinfo-caliper  | 2026.09.06-23:24:04.345 info  [caliper] [FabricConnectorFactory] 	Initializing peer gateway connector compatible with installed fabric-gateway SDK: 1.7.1
misinfo-caliper  | 2026.09.06-23:24:04.347 info  [caliper] [IdentityManager] 	Adding Admin (admin=true) as Admin for organization Org1MSP
misinfo-caliper  | 2026.09.06-23:24:04.348 info  [caliper] [worker-message-handler] 	Worker#0 initialized
misinfo-caliper  | 2026.09.06-23:24:04.350 info  [caliper] [IdentityManager] 	Adding Admin (admin=true) as Admin for organization Org1MSP
misinfo-caliper  | 2026.09.06-23:24:04.352 info  [caliper] [worker-message-handler] 	Worker#1 initialized
misinfo-caliper  | 2026.09.06-23:24:04.353 info  [caliper] [worker-orchestrator] 	2 workers ready, progressing to test preparation phase.
misinfo-caliper  | 2026.09.06-23:24:04.353 info  [caliper] [round-orchestrator] 	Started round 1 (submit-report-write)
misinfo-caliper  | 2026.09.06-23:24:04.354 info  [caliper] [worker-message-handler] 	Preparing Worker#0 for Round#0
misinfo-caliper  | 2026.09.06-23:24:04.354 info  [caliper] [worker-message-handler] 	Preparing Worker#1 for Round#0
misinfo-caliper  | 2026.09.06-23:24:04.407 info  [caliper] [connectors/peer-gateway/PeerGateway] 	Generating contract map for user Admin
misinfo-caliper  | 2026.09.06-23:24:04.407 info  [caliper] [caliper-worker] 	Info: worker 1 prepare test phase for round 0 is starting...
misinfo-caliper  | 2026.09.06-23:24:04.408 info  [caliper] [connectors/peer-gateway/PeerGateway] 	Generating contract map for user Admin
misinfo-caliper  | 2026.09.06-23:24:04.410 info  [caliper] [caliper-worker] 	Info: worker 0 prepare test phase for round 0 is starting...
misinfo-caliper  | 2026.09.06-23:24:04.410 info  [caliper] [connectors/peer-gateway/PeerGateway] 	disconnecting gateway for user Admin
misinfo-caliper  | 2026.09.06-23:24:04.411 info  [caliper] [connectors/peer-gateway/PeerGateway] 	disconnecting gRpc client at peer peer0.org1.example.com
misinfo-caliper  | 2026.09.06-23:24:04.411 info  [caliper] [caliper-worker] 	Info: worker 1 prepare test phase for round 0 is completed
misinfo-caliper  | 2026.09.06-23:24:04.412 info  [caliper] [worker-message-handler] 	Worker#1 prepared for Round#0
misinfo-caliper  | 2026.09.06-23:24:04.413 info  [caliper] [connectors/peer-gateway/PeerGateway] 	disconnecting gateway for user Admin
misinfo-caliper  | 2026.09.06-23:24:04.413 info  [caliper] [connectors/peer-gateway/PeerGateway] 	disconnecting gRpc client at peer peer0.org1.example.com
misinfo-caliper  | 2026.09.06-23:24:04.414 info  [caliper] [caliper-worker] 	Info: worker 0 prepare test phase for round 0 is completed
misinfo-caliper  | 2026.09.06-23:24:04.414 info  [caliper] [worker-message-handler] 	Worker#0 prepared for Round#0
misinfo-caliper  | 2026.09.06-23:24:04.415 info  [caliper] [worker-orchestrator] 	2 workers prepared, progressing to test phase.
misinfo-caliper  | 2026.09.06-23:24:04.415 info  [caliper] [round-orchestrator] 	Monitors successfully started
misinfo-caliper  | 2026.09.06-23:24:04.416 info  [caliper] [worker-message-handler] 	Worker#0 is starting Round#0
misinfo-caliper  | 2026.09.06-23:24:04.417 info  [caliper] [worker-message-handler] 	Worker#1 is starting Round#0
misinfo-caliper  | 2026.09.06-23:24:04.422 info  [caliper] [connectors/peer-gateway/PeerGateway] 	Generating contract map for user Admin
misinfo-caliper  | 2026.09.06-23:24:04.422 info  [caliper] [connectors/peer-gateway/PeerGateway] 	Generating contract map for user Admin
misinfo-caliper  | 2026.09.06-23:24:04.424 info  [caliper] [caliper-worker] 	Worker #0 starting workload loop
misinfo-caliper  | 2026.09.06-23:24:04.424 info  [caliper] [caliper-worker] 	Worker #1 starting workload loop
misinfo-caliper  | 2026.09.06-23:24:09.424 info  [caliper] [default-observer] 	[submit-report-write Round 0 Transaction Info] - Submitted: 100 Succ: 90 Fail:0 Unfinished:10
misinfo-caliper  | 2026.09.06-23:24:14.417 info  [caliper] [default-observer] 	[submit-report-write Round 0 Transaction Info] - Submitted: 226 Succ: 220 Fail:0 Unfinished:6
misinfo-caliper  | 2026.09.06-23:24:19.416 info  [caliper] [default-observer] 	[submit-report-write Round 0 Transaction Info] - Submitted: 352 Succ: 340 Fail:0 Unfinished:12
misinfo-caliper  | 2026.09.06-23:24:24.417 info  [caliper] [default-observer] 	[submit-report-write Round 0 Transaction Info] - Submitted: 476 Succ: 470 Fail:0 Unfinished:6
misinfo-caliper  | 2026.09.06-23:24:29.419 info  [caliper] [default-observer] 	[submit-report-write Round 0 Transaction Info] - Submitted: 602 Succ: 590 Fail:0 Unfinished:12
misinfo-caliper  | 2026.09.06-23:24:34.423 info  [caliper] [default-observer] 	[submit-report-write Round 0 Transaction Info] - Submitted: 726 Succ: 720 Fail:0 Unfinished:6
misinfo-caliper  | 2026.09.06-23:24:39.423 info  [caliper] [default-observer] 	[submit-report-write Round 0 Transaction Info] - Submitted: 852 Succ: 840 Fail:0 Unfinished:12
misinfo-caliper  | 2026.09.06-23:24:44.425 info  [caliper] [default-observer] 	[submit-report-write Round 0 Transaction Info] - Submitted: 976 Succ: 970 Fail:0 Unfinished:6
misinfo-caliper  | 2026.09.06-23:24:49.426 info  [caliper] [default-observer] 	[submit-report-write Round 0 Transaction Info] - Submitted: 1102 Succ: 1090 Fail:0 Unfinished:12
misinfo-caliper  | 2026.09.06-23:24:54.018 info  [caliper] [default-observer] 	[submit-report-write Round 0 Transaction Info] - Submitted: 1216 Succ: 1210 Fail:0 Unfinished:6
misinfo-caliper  | 2026.09.06-23:24:59.019 info  [caliper] [default-observer] 	[submit-report-write Round 0 Transaction Info] - Submitted: 1342 Succ: 1330 Fail:0 Unfinished:12
misinfo-caliper  | 2026.09.06-23:25:04.020 info  [caliper] [default-observer] 	[submit-report-write Round 0 Transaction Info] - Submitted: 1466 Succ: 1460 Fail:0 Unfinished:6
misinfo-caliper  | 2026.09.06-23:25:09.022 info  [caliper] [default-observer] 	[submit-report-write Round 0 Transaction Info] - Submitted: 1592 Succ: 1580 Fail:0 Unfinished:12
misinfo-caliper  | 2026.09.06-23:25:14.023 info  [caliper] [default-observer] 	[submit-report-write Round 0 Transaction Info] - Submitted: 1716 Succ: 1710 Fail:0 Unfinished:6
misinfo-caliper  | 2026.09.06-23:25:19.024 info  [caliper] [default-observer] 	[submit-report-write Round 0 Transaction Info] - Submitted: 1842 Succ: 1830 Fail:0 Unfinished:12
misinfo-caliper  | 2026.09.06-23:25:24.024 info  [caliper] [default-observer] 	[submit-report-write Round 0 Transaction Info] - Submitted: 1966 Succ: 1960 Fail:0 Unfinished:6
misinfo-caliper  | 2026.09.06-23:25:29.025 info  [caliper] [default-observer] 	[submit-report-write Round 0 Transaction Info] - Submitted: 2092 Succ: 2080 Fail:0 Unfinished:12
misinfo-caliper  | 2026.09.06-23:25:34.026 info  [caliper] [default-observer] 	[submit-report-write Round 0 Transaction Info] - Submitted: 2216 Succ: 2210 Fail:0 Unfinished:6
misinfo-caliper  | 2026.09.06-23:25:39.026 info  [caliper] [default-observer] 	[submit-report-write Round 0 Transaction Info] - Submitted: 2342 Succ: 2330 Fail:0 Unfinished:12
misinfo-caliper  | 2026.09.06-23:25:44.028 info  [caliper] [default-observer] 	[submit-report-write Round 0 Transaction Info] - Submitted: 2466 Succ: 2460 Fail:0 Unfinished:6
misinfo-caliper  | 2026.09.06-23:25:49.029 info  [caliper] [default-observer] 	[submit-report-write Round 0 Transaction Info] - Submitted: 2592 Succ: 2580 Fail:0 Unfinished:12
misinfo-caliper  | 2026.09.06-23:25:54.029 info  [caliper] [default-observer] 	[submit-report-write Round 0 Transaction Info] - Submitted: 2716 Succ: 2710 Fail:0 Unfinished:6
misinfo-caliper  | 2026.09.06-23:25:59.029 info  [caliper] [default-observer] 	[submit-report-write Round 0 Transaction Info] - Submitted: 2842 Succ: 2830 Fail:0 Unfinished:12
misinfo-caliper  | 2026.09.06-23:26:04.030 info  [caliper] [default-observer] 	[submit-report-write Round 0 Transaction Info] - Submitted: 2966 Succ: 2960 Fail:0 Unfinished:6
misinfo-caliper  | 2026.09.06-23:26:09.031 info  [caliper] [default-observer] 	[submit-report-write Round 0 Transaction Info] - Submitted: 3092 Succ: 3080 Fail:0 Unfinished:12
misinfo-caliper  | 2026.09.06-23:26:14.032 info  [caliper] [default-observer] 	[submit-report-write Round 0 Transaction Info] - Submitted: 3216 Succ: 3210 Fail:0 Unfinished:6
misinfo-caliper  | 2026.09.06-23:26:19.033 info  [caliper] [default-observer] 	[submit-report-write Round 0 Transaction Info] - Submitted: 3342 Succ: 3330 Fail:0 Unfinished:12
misinfo-caliper  | 2026.09.06-23:26:24.033 info  [caliper] [default-observer] 	[submit-report-write Round 0 Transaction Info] - Submitted: 3466 Succ: 3460 Fail:0 Unfinished:6
misinfo-caliper  | 2026.09.06-23:26:29.034 info  [caliper] [default-observer] 	[submit-report-write Round 0 Transaction Info] - Submitted: 3592 Succ: 3580 Fail:0 Unfinished:12
misinfo-caliper  | 2026.09.06-23:26:34.035 info  [caliper] [default-observer] 	[submit-report-write Round 0 Transaction Info] - Submitted: 3716 Succ: 3710 Fail:0 Unfinished:6
misinfo-caliper  | 2026.09.06-23:26:39.036 info  [caliper] [default-observer] 	[submit-report-write Round 0 Transaction Info] - Submitted: 3842 Succ: 3830 Fail:0 Unfinished:12
misinfo-caliper  | 2026.09.06-23:26:44.037 info  [caliper] [default-observer] 	[submit-report-write Round 0 Transaction Info] - Submitted: 3966 Succ: 3960 Fail:0 Unfinished:6
misinfo-caliper  | 2026.09.06-23:26:49.038 info  [caliper] [default-observer] 	[submit-report-write Round 0 Transaction Info] - Submitted: 4092 Succ: 4080 Fail:0 Unfinished:12
misinfo-caliper  | 2026.09.06-23:26:54.039 info  [caliper] [default-observer] 	[submit-report-write Round 0 Transaction Info] - Submitted: 4216 Succ: 4210 Fail:0 Unfinished:6
misinfo-caliper  | 2026.09.06-23:26:59.040 info  [caliper] [default-observer] 	[submit-report-write Round 0 Transaction Info] - Submitted: 4342 Succ: 4330 Fail:0 Unfinished:12
misinfo-caliper  | 2026.09.06-23:27:04.041 info  [caliper] [default-observer] 	[submit-report-write Round 0 Transaction Info] - Submitted: 4466 Succ: 4460 Fail:0 Unfinished:6
misinfo-caliper  | 2026.09.06-23:27:09.041 info  [caliper] [default-observer] 	[submit-report-write Round 0 Transaction Info] - Submitted: 4592 Succ: 4580 Fail:0 Unfinished:12
misinfo-caliper  | 2026.09.06-23:27:14.042 info  [caliper] [default-observer] 	[submit-report-write Round 0 Transaction Info] - Submitted: 4729 Succ: 4720 Fail:0 Unfinished:9
misinfo-caliper  | 2026.09.06-23:27:19.043 info  [caliper] [default-observer] 	[submit-report-write Round 0 Transaction Info] - Submitted: 4854 Succ: 4845 Fail:0 Unfinished:9
misinfo-caliper  | 2026.09.06-23:27:24.043 info  [caliper] [default-observer] 	[submit-report-write Round 0 Transaction Info] - Submitted: 4979 Succ: 4970 Fail:0 Unfinished:9
misinfo-caliper  | 2026.09.06-23:27:25.553 info  [caliper] [connectors/peer-gateway/PeerGateway] 	disconnecting gateway for user Admin
misinfo-caliper  | 2026.09.06-23:27:25.553 info  [caliper] [connectors/peer-gateway/PeerGateway] 	disconnecting gRpc client at peer peer0.org1.example.com
misinfo-caliper  | 2026.09.06-23:27:25.554 info  [caliper] [worker-message-handler] 	Worker#1 finished Round#0
misinfo-caliper  | 2026.09.06-23:27:25.554 info  [caliper] [connectors/peer-gateway/PeerGateway] 	disconnecting gateway for user Admin
misinfo-caliper  | 2026.09.06-23:27:25.554 info  [caliper] [connectors/peer-gateway/PeerGateway] 	disconnecting gRpc client at peer peer0.org1.example.com
misinfo-caliper  | 2026.09.06-23:27:25.555 info  [caliper] [worker-message-handler] 	Worker#0 finished Round#0
misinfo-caliper  | 2026.09.06-23:27:30.558 info  [caliper] [default-observer] 	Resetting txCount indicator count
misinfo-caliper  | 2026.09.06-23:27:30.559 info  [caliper] [report-builder] 	### Test result ###
misinfo-caliper  | 2026.09.06-23:27:30.562 info  [caliper] [report-builder] 	
misinfo-caliper  | +---------------------+------+------+-----------------+-----------------+-----------------+-----------------+------------------+
misinfo-caliper  | | Name                | Succ | Fail | Send Rate (TPS) | Max Latency (s) | Min Latency (s) | Avg Latency (s) | Throughput (TPS) |
misinfo-caliper  | |---------------------|------|------|-----------------|-----------------|-----------------|-----------------|------------------|
misinfo-caliper  | | submit-report-write | 5000 | 0    | 25.0            | 0.72            | -0.20           | 0.28            | 25.0             |
misinfo-caliper  | +---------------------+------+------+-----------------+-----------------+-----------------+-----------------+------------------+
misinfo-caliper  | 
misinfo-caliper  | 2026.09.06-23:27:30.563 info  [caliper] [round-orchestrator] 	Finished round 1 (submit-report-write) in 200.129 seconds
misinfo-caliper  | 2026.09.06-23:27:30.563 info  [caliper] [monitor.js] 	Stopping all monitors
misinfo-caliper  | 2026.09.06-23:27:30.563 info  [caliper] [round-orchestrator] 	Waiting 5 seconds for the next round...
misinfo-caliper  | 2026.09.06-23:27:35.568 info  [caliper] [round-orchestrator] 	Started round 2 (query-all-reports-read)
misinfo-caliper  | 2026.09.06-23:27:35.569 info  [caliper] [worker-message-handler] 	Preparing Worker#1 for Round#1
misinfo-caliper  | 2026.09.06-23:27:35.569 info  [caliper] [worker-message-handler] 	Preparing Worker#0 for Round#1
misinfo-caliper  | 2026.09.06-23:27:35.583 info  [caliper] [connectors/peer-gateway/PeerGateway] 	Generating contract map for user Admin
misinfo-caliper  | 2026.09.06-23:27:35.583 info  [caliper] [caliper-worker] 	Info: worker 0 prepare test phase for round 1 is starting...
misinfo-caliper  | 2026.09.06-23:27:35.583 info  [caliper] [connectors/peer-gateway/PeerGateway] 	Generating contract map for user Admin
misinfo-caliper  | 2026.09.06-23:27:35.583 info  [caliper] [caliper-worker] 	Info: worker 1 prepare test phase for round 1 is starting...
misinfo-caliper  | 2026.09.06-23:27:35.584 info  [caliper] [connectors/peer-gateway/PeerGateway] 	disconnecting gateway for user Admin
misinfo-caliper  | 2026.09.06-23:27:35.584 info  [caliper] [connectors/peer-gateway/PeerGateway] 	disconnecting gRpc client at peer peer0.org1.example.com
misinfo-caliper  | 2026.09.06-23:27:35.585 info  [caliper] [caliper-worker] 	Info: worker 0 prepare test phase for round 1 is completed
misinfo-caliper  | 2026.09.06-23:27:35.585 info  [caliper] [worker-message-handler] 	Worker#0 prepared for Round#1
misinfo-caliper  | 2026.09.06-23:27:35.585 info  [caliper] [connectors/peer-gateway/PeerGateway] 	disconnecting gateway for user Admin
misinfo-caliper  | 2026.09.06-23:27:35.585 info  [caliper] [connectors/peer-gateway/PeerGateway] 	disconnecting gRpc client at peer peer0.org1.example.com
misinfo-caliper  | 2026.09.06-23:27:35.585 info  [caliper] [caliper-worker] 	Info: worker 1 prepare test phase for round 1 is completed
misinfo-caliper  | 2026.09.06-23:27:35.585 info  [caliper] [worker-message-handler] 	Worker#1 prepared for Round#1
misinfo-caliper  | 2026.09.06-23:27:35.586 info  [caliper] [worker-orchestrator] 	2 workers prepared, progressing to test phase.
misinfo-caliper  | 2026.09.06-23:27:35.586 info  [caliper] [round-orchestrator] 	Monitors successfully started
misinfo-caliper  | 2026.09.06-23:27:35.586 info  [caliper] [worker-message-handler] 	Worker#0 is starting Round#1
misinfo-caliper  | 2026.09.06-23:27:35.586 info  [caliper] [worker-message-handler] 	Worker#1 is starting Round#1
misinfo-caliper  | 2026.09.06-23:27:35.589 info  [caliper] [connectors/peer-gateway/PeerGateway] 	Generating contract map for user Admin
misinfo-caliper  | 2026.09.06-23:27:35.589 info  [caliper] [connectors/peer-gateway/PeerGateway] 	Generating contract map for user Admin
misinfo-caliper  | 2026.09.06-23:27:35.590 info  [caliper] [caliper-worker] 	Worker #1 starting workload loop
misinfo-caliper  | 2026.09.06-23:27:35.590 info  [caliper] [caliper-worker] 	Worker #0 starting workload loop
misinfo-caliper  | 2026.09.06-23:27:40.587 info  [caliper] [default-observer] 	[query-all-reports-read Round 1 Transaction Info] - Submitted: 202 Succ: 98 Fail:0 Unfinished:104
misinfo-caliper  | 2026.09.06-23:27:45.587 info  [caliper] [default-observer] 	[query-all-reports-read Round 1 Transaction Info] - Submitted: 452 Succ: 212 Fail:0 Unfinished:240
misinfo-caliper  | 2026.09.06-23:27:50.589 info  [caliper] [default-observer] 	[query-all-reports-read Round 1 Transaction Info] - Submitted: 702 Succ: 336 Fail:0 Unfinished:366
misinfo-caliper  | 2026.09.06-23:27:55.591 info  [caliper] [default-observer] 	[query-all-reports-read Round 1 Transaction Info] - Submitted: 952 Succ: 449 Fail:0 Unfinished:503
misinfo-caliper  | 2026.09.06-23:28:00.609 info  [caliper] [default-observer] 	[query-all-reports-read Round 1 Transaction Info] - Submitted: 1202 Succ: 569 Fail:0 Unfinished:633
misinfo-caliper  | 2026.09.06-23:28:05.594 info  [caliper] [default-observer] 	[query-all-reports-read Round 1 Transaction Info] - Submitted: 1452 Succ: 654 Fail:0 Unfinished:798
misinfo-caliper  | 2026.09.06-23:28:10.612 info  [caliper] [default-observer] 	[query-all-reports-read Round 1 Transaction Info] - Submitted: 1704 Succ: 745 Fail:0 Unfinished:959
misinfo-caliper  | 2026.09.06-23:28:17.704 info  [caliper] [default-observer] 	[query-all-reports-read Round 1 Transaction Info] - Submitted: 1807 Succ: 772 Fail:0 Unfinished:1035
misinfo-caliper  | 2026.09.06-23:28:22.705 info  [caliper] [default-observer] 	[query-all-reports-read Round 1 Transaction Info] - Submitted: 2312 Succ: 801 Fail:0 Unfinished:1511
misinfo-caliper  | 2026.09.06-23:28:27.705 info  [caliper] [default-observer] 	[query-all-reports-read Round 1 Transaction Info] - Submitted: 2562 Succ: 813 Fail:0 Unfinished:1749
misinfo-caliper  | 2026.09.06-23:28:32.705 info  [caliper] [default-observer] 	[query-all-reports-read Round 1 Transaction Info] - Submitted: 2812 Succ: 819 Fail:0 Unfinished:1993
misinfo-caliper  | 2026.09.06-23:28:37.705 info  [caliper] [default-observer] 	[query-all-reports-read Round 1 Transaction Info] - Submitted: 3062 Succ: 825 Fail:0 Unfinished:2237
misinfo-caliper  | 2026.09.06-23:28:42.712 info  [caliper] [default-observer] 	[query-all-reports-read Round 1 Transaction Info] - Submitted: 3312 Succ: 833 Fail:0 Unfinished:2479
misinfo-caliper  | 2026.09.06-23:28:47.811 info  [caliper] [default-observer] 	[query-all-reports-read Round 1 Transaction Info] - Submitted: 3562 Succ: 834 Fail:0 Unfinished:2728
misinfo-caliper  | 2026.09.06-23:28:52.708 info  [caliper] [default-observer] 	[query-all-reports-read Round 1 Transaction Info] - Submitted: 3812 Succ: 839 Fail:0 Unfinished:2973
misinfo-caliper  | 2026.09.06-23:28:53.070 error [caliper] [connectors/peer-gateway/PeerGateway] 	Failed to perform query transaction [QueryAllReports] using arguments [],  with error: GatewayError: 4 DEADLINE_EXCEEDED: Deadline exceeded after 60.442s,LB pick: 0.001s,remote_addr=172.19.0.7:7051
misinfo-caliper  | Details:
misinfo-caliper  | 2026.09.06-23:28:53.086 error [caliper] [connectors/peer-gateway/PeerGateway] 	Failed to perform query transaction [QueryAllReports] using arguments [],  with error: GatewayError: 4 DEADLINE_EXCEEDED: Deadline exceeded after 60.361s,LB pick: 0.001s,remote_addr=172.19.0.7:7051
misinfo-caliper  | Details:
misinfo-caliper  | 2026.09.06-23:28:53.072 error [caliper] [connectors/peer-gateway/PeerGateway] 	Failed to perform query transaction [QueryAllReports] using arguments [],  with error: GatewayError: 1 CANCELLED: Call cancelled
misinfo-caliper  | Details:
misinfo-caliper  | 2026.09.06-23:28:53.189 error [caliper] [connectors/peer-gateway/PeerGateway] 	Failed to perform query transaction [QueryAllReports] using arguments [],  with error: GatewayError: 1 CANCELLED: Call cancelled
misinfo-caliper  | Details:
misinfo-caliper  | 2026.09.06-23:28:53.189 error [caliper] [connectors/peer-gateway/PeerGateway] 	Failed to perform query transaction [QueryAllReports] using arguments [],  with error: GatewayError: 1 CANCELLED: Call cancelled
misinfo-caliper  | Details:
misinfo-caliper  | 2026.09.06-23:28:53.189 error [caliper] [connectors/peer-gateway/PeerGateway] 	Failed to perform query transaction [QueryAllReports] using arguments [],  with error: GatewayError: 1 CANCELLED: Call cancelled
misinfo-caliper  | Details:
misinfo-caliper  | 2026.09.06-23:28:53.190 error [caliper] [connectors/peer-gateway/PeerGateway] 	Failed to perform query transaction [QueryAllReports] using arguments [],  with error: GatewayError: 1 CANCELLED: Call cancelled
misinfo-caliper  | Details:
misinfo-caliper  | 2026.09.06-23:28:53.190 error [caliper] [connectors/peer-gateway/PeerGateway] 	Failed to perform query transaction [QueryAllReports] using arguments [],  with error: GatewayError: 1 CANCELLED: Call cancelled
misinfo-caliper  | Details:
misinfo-caliper  | 2026.09.06-23:28:53.191 error [caliper] [connectors/peer-gateway/PeerGateway] 	Failed to perform query transaction [QueryAllReports] using arguments [],  with error: GatewayError: 1 CANCELLED: Call cancelled
misinfo-caliper  | Details:
misinfo-caliper  | 2026.09.06-23:28:53.191 error [caliper] [connectors/peer-gateway/PeerGateway] 	Failed to perform query transaction [QueryAllReports] using arguments [],  with error: GatewayError: 1 CANCELLED: Call cancelled
misinfo-caliper  | Details:
misinfo-caliper  | 2026.09.06-23:28:53.192 error [caliper] [connectors/peer-gateway/PeerGateway] 	Failed to perform query transaction [QueryAllReports] using arguments [],  with error: GatewayError: 1 CANCELLED: Call cancelled
misinfo-caliper  | Details:
misinfo-caliper  | 2026.09.06-23:28:53.192 error [caliper] [connectors/peer-gateway/PeerGateway] 	Failed to perform query transaction [QueryAllReports] using arguments [],  with error: GatewayError: 1 CANCELLED: Call cancelled
misinfo-caliper  | Details:
misinfo-caliper  | 2026.09.06-23:28:53.192 error [caliper] [connectors/peer-gateway/PeerGateway] 	Failed to perform query transaction [QueryAllReports] using arguments [],  with error: GatewayError: 1 CANCELLED: Call cancelled
misinfo-caliper  | Details:
misinfo-caliper  | 2026.09.06-23:28:53.192 error [caliper] [connectors/peer-gateway/PeerGateway] 	Failed to perform query transaction [QueryAllReports] using arguments [],  with error: GatewayError: 1 CANCELLED: Call cancelled
misinfo-caliper  | Details:
